Name,Admiral,Amethyst,Blanc,Bramling X,Cascade,Centennial,Chinook,Citra,Dr Rudi,East Kent Goldings,First Gold,Fuggles,Magnum,Millenium,Mosaic,Simcoe,Summit,Cascade(T90),Citra (T90),Mosaic (T90),Simcoe (T90),Saphir
Alpha,14.75,4.5,10,6,5.5,9.5,13,11,11,5,7.5,5.5,12.3,15.5,12.5,12.7,17,6,12,12.5,13,4.25
